Tarih,Dolar,Euro,mes,dia,ano,ano_mes
8/10/2013,,,8,10,2013,2013.8
8/11/2013,,,8,11,2013,2013.8
8/12/2013,1.93,2.56,8,12,2013,2013.8
8/13/2013,1.92,2.56,8,13,2013,2013.8
8/14/2013,1.93,2.56,8,14,2013,2013.8
8/15/2013,1.94,2.57,8,15,2013,2013.8
8/16/2013,1.93,2.56,8,16,2013,2013.8
8/17/2013,,,8,17,2013,2013.8
8/18/2013,,,8,18,2013,2013.8
8/19/2013,1.93,2.58,8,19,2013,2013.8
8/20/2013,1.95,2.60,8,20,2013,2013.8
8/21/2013,1.95,2.61,8,21,2013,2013.8
8/22/2013,1.96,2.62,8,22,2013,2013.8
8/23/2013,1.98,2.64,8,23,2013,2013.8
8/24/2013,,,8,24,2013,2013.8
8/25/2013,,,8,25,2013,2013.8
8/26/2013,1.98,2.65,8,26,2013,2013.8
8/27/2013,2.00,2.67,8,27,2013,2013.8
8/28/2013,2.02,2.70,8,28,2013,2013.8
8/29/2013,2.06,2.75,8,29,2013,2013.8
8/30/2013,,,8,30,2013,2013.8
8/31/2013,,,8,31,2013,2013.8
9/1/2013,,,9,1,2013,2013.9
9/2/2013,2.03,2.69,9,2,2013,2013.9
9/3/2013,2.02,2.66,9,3,2013,2013.9
9/4/2013,2.04,2.69,9,4,2013,2013.9
9/5/2013,2.05,2.71,9,5,2013,2013.9
9/6/2013,2.07,2.74,9,6,2013,2013.9
9/7/2013,,,9,7,2013,2013.9
9/8/2013,,,9,8,2013,2013.9
9/9/2013,2.06,2.71,9,9,2013,2013.9
9/10/2013,2.04,2.69,9,10,2013,2013.9
9/11/2013,2.03,2.69,9,11,2013,2013.9
9/12/2013,2.01,2.67,9,12,2013,2013.9
9/13/2013,2.02,2.69,9,13,2013,2013.9
9/14/2013,,,9,14,2013,2013.9
9/15/2013,,,9,15,2013,2013.9
9/16/2013,2.03,2.69,9,16,2013,2013.9
9/17/2013,1.99,2.66,9,17,2013,2013.9
9/18/2013,2.00,2.68,9,18,2013,2013.9
9/19/2013,2.00,2.67,9,19,2013,2013.9
9/20/2013,1.95,2.64,9,20,2013,2013.9
9/21/2013,,,9,21,2013,2013.9
9/22/2013,,,9,22,2013,2013.9
9/23/2013,1.97,2.67,9,23,2013,2013.9
9/24/2013,1.99,2.68,9,24,2013,2013.9
9/25/2013,1.99,2.69,9,25,2013,2013.9
9/26/2013,2.00,2.70,9,26,2013,2013.9
9/27/2013,2.01,2.72,9,27,2013,2013.9
9/28/2013,,,9,28,2013,2013.9
9/29/2013,,,9,29,2013,2013.9
9/30/2013,2.03,2.75,9,30,2013,2013.9
10/1/2013,2.04,2.75,10,1,2013,2013.10
10/2/2013,2.01,2.73,10,2,2013,2013.10
10/3/2013,2.02,2.73,10,3,2013,2013.10
10/4/2013,2.00,2.72,10,4,2013,2013.10
10/5/2013,,,10,5,2013,2013.10
10/6/2013,,,10,6,2013,2013.10
10/7/2013,2.00,2.72,10,7,2013,2013.10
10/8/2013,2.00,2.71,10,8,2013,2013.10
10/9/2013,1.99,2.70,10,9,2013,2013.10
10/10/2013,1.99,2.69,10,10,2013,2013.10
10/11/2013,1.98,2.67,10,11,2013,2013.10
10/12/2013,,,10,12,2013,2013.10
10/13/2013,,,10,13,2013,2013.10
10/14/2013,1.98,2.68,10,14,2013,2013.10
10/15/2013,,,10,15,2013,2013.10
10/16/2013,,,10,16,2013,2013.10
10/17/2013,,,10,17,2013,2013.10
10/18/2013,,,10,18,2013,2013.10
10/19/2013,,,10,19,2013,2013.10
10/20/2013,,,10,20,2013,2013.10
10/21/2013,1.98,2.68,10,21,2013,2013.10
10/22/2013,1.97,2.70,10,22,2013,2013.10
10/23/2013,1.98,2.71,10,23,2013,2013.10
10/24/2013,1.97,2.72,10,24,2013,2013.10
10/25/2013,1.98,2.73,10,25,2013,2013.10
10/26/2013,,,10,26,2013,2013.10
10/27/2013,,,10,27,2013,2013.10
10/28/2013,1.99,2.74,10,28,2013,2013.10
10/29/2013,,,10,29,2013,2013.10
10/30/2013,1.99,2.74,10,30,2013,2013.10
10/31/2013,1.99,2.74,10,31,2013,2013.10
11/1/2013,1.99,2.72,11,1,2013,2013.11
11/2/2013,,,11,2,2013,2013.11
11/3/2013,,,11,3,2013,2013.11
11/4/2013,2.01,2.71,11,4,2013,2013.11
11/5/2013,2.02,2.73,11,5,2013,2013.11
11/6/2013,2.02,2.73,11,6,2013,2013.11
11/7/2013,2.03,2.74,11,7,2013,2013.11
11/8/2013,2.03,2.74,11,8,2013,2013.11
11/9/2013,,,11,9,2013,2013.11
11/10/2013,,,11,10,2013,2013.11
11/11/2013,2.03,2.72,11,11,2013,2013.11
11/12/2013,2.04,2.73,11,12,2013,2013.11
11/13/2013,2.05,2.75,11,13,2013,2013.11
11/14/2013,2.05,2.75,11,14,2013,2013.11
11/15/2013,2.04,2.75,11,15,2013,2013.11
11/16/2013,,,11,16,2013,2013.11
11/17/2013,,,11,17,2013,2013.11
11/18/2013,2.04,2.74,11,18,2013,2013.11
11/19/2013,2.02,2.73,11,19,2013,2013.11
11/20/2013,2.02,2.72,11,20,2013,2013.11
11/21/2013,2.01,2.72,11,21,2013,2013.11
11/22/2013,2.02,2.71,11,22,2013,2013.11
11/23/2013,,,11,23,2013,2013.11
11/24/2013,,,11,24,2013,2013.11
11/25/2013,2.02,2.73,11,25,2013,2013.11
11/26/2013,2.00,2.70,11,26,2013,2013.11
11/27/2013,2.01,2.72,11,27,2013,2013.11
11/28/2013,2.02,2.74,11,28,2013,2013.11
11/29/2013,2.02,2.74,11,29,2013,2013.11
11/30/2013,,,11,30,2013,2013.11
12/1/2013,,,12,1,2013,2013.12
12/2/2013,2.02,2.75,12,2,2013,2013.12
12/3/2013,2.03,2.75,12,3,2013,2013.12
12/4/2013,2.04,2.76,12,4,2013,2013.12
12/5/2013,2.05,2.78,12,5,2013,2013.12
12/6/2013,2.05,2.78,12,6,2013,2013.12
12/7/2013,,,12,7,2013,2013.12
12/8/2013,,,12,8,2013,2013.12
12/9/2013,2.04,2.79,12,9,2013,2013.12
12/10/2013,2.03,2.79,12,10,2013,2013.12
12/11/2013,2.03,2.79,12,11,2013,2013.12
12/12/2013,2.03,2.79,12,12,2013,2013.12
12/13/2013,2.04,2.81,12,13,2013,2013.12
12/14/2013,,,12,14,2013,2013.12
12/15/2013,,,12,15,2013,2013.12
12/16/2013,2.04,2.80,12,16,2013,2013.12
12/17/2013,2.03,2.80,12,17,2013,2013.12
12/18/2013,2.04,2.80,12,18,2013,2013.12
12/19/2013,2.04,2.81,12,19,2013,2013.12
12/20/2013,2.06,2.82,12,20,2013,2013.12
12/21/2013,,,12,21,2013,2013.12
12/22/2013,,,12,22,2013,2013.12
12/23/2013,2.09,2.85,12,23,2013,2013.12
12/24/2013,2.09,2.86,12,24,2013,2013.12
12/25/2013,2.08,2.85,12,25,2013,2013.12
12/26/2013,2.07,2.84,12,26,2013,2013.12
12/27/2013,2.10,2.87,12,27,2013,2013.12
12/28/2013,,,12,28,2013,2013.12
12/29/2013,,,12,29,2013,2013.12
12/30/2013,2.16,2.98,12,30,2013,2013.12
12/31/2013,2.13,2.94,12,31,2013,2013.12
1/1/2014,,,1,1,2014,2014.1
1/2/2014,2.13,2.93,1,2,2014,2014.1
1/3/2014,2.17,2.97,1,3,2014,2014.1
1/4/2014,,,1,4,2014,2014.1
1/5/2014,,,1,5,2014,2014.1
1/6/2014,2.17,2.96,1,6,2014,2014.1
1/7/2014,2.19,2.98,1,7,2014,2014.1
1/8/2014,2.17,2.96,1,8,2014,2014.1
1/9/2014,2.18,2.96,1,9,2014,2014.1
1/10/2014,2.18,2.97,1,10,2014,2014.1
1/11/2014,,,1,11,2014,2014.1
1/12/2014,,,1,12,2014,2014.1
1/13/2014,2.18,2.96,1,13,2014,2014.1
1/14/2014,2.17,2.97,1,14,2014,2014.1
1/15/2014,2.19,3.00,1,15,2014,2014.1
1/16/2014,2.19,2.98,1,16,2014,2014.1
1/17/2014,2.21,3.00,1,17,2014,2014.1
1/18/2014,,,1,18,2014,2014.1
1/19/2014,,,1,19,2014,2014.1
1/20/2014,2.21,3.00,1,20,2014,2014.1
1/21/2014,2.24,3.03,1,21,2014,2014.1
1/22/2014,2.24,3.03,1,22,2014,2014.1
1/23/2014,2.26,3.06,1,23,2014,2014.1
1/24/2014,2.27,3.10,1,24,2014,2014.1
1/25/2014,,,1,25,2014,2014.1
1/26/2014,,,1,26,2014,2014.1
1/27/2014,2.31,3.17,1,27,2014,2014.1
1/28/2014,2.34,3.21,1,28,2014,2014.1
1/29/2014,2.27,3.09,1,29,2014,2014.1
1/30/2014,2.22,3.04,1,30,2014,2014.1
1/31/2014,2.28,3.10,1,31,2014,2014.1
2/1/2014,,,2,1,2014,2014.2
2/2/2014,,,2,2,2014,2014.2
2/3/2014,2.27,3.07,2,3,2014,2014.2
2/4/2014,2.26,3.06,2,4,2014,2014.2
2/5/2014,2.26,3.05,2,5,2014,2014.2
2/6/2014,2.24,3.03,2,6,2014,2014.2
2/7/2014,2.22,3.01,2,7,2014,2014.2
2/8/2014,,,2,8,2014,2014.2
2/9/2014,,,2,9,2014,2014.2
2/10/2014,2.22,3.01,2,10,2014,2014.2
2/11/2014,2.22,3.03,2,11,2014,2014.2
2/12/2014,2.20,3.01,2,12,2014,2014.2
2/13/2014,2.19,2.99,2,13,2014,2014.2
2/14/2014,2.20,3.01,2,14,2014,2014.2
2/15/2014,,,2,15,2014,2014.2
2/16/2014,,,2,16,2014,2014.2
2/17/2014,2.18,2.99,2,17,2014,2014.2
2/18/2014,2.18,2.99,2,18,2014,2014.2
2/19/2014,2.18,2.99,2,19,2014,2014.2
2/20/2014,2.19,3.01,2,20,2014,2014.2
2/21/2014,2.21,3.02,2,21,2014,2014.2
2/22/2014,,,2,22,2014,2014.2
2/23/2014,,,2,23,2014,2014.2
2/24/2014,2.20,3.01,2,24,2014,2014.2
2/25/2014,2.18,3.00,2,25,2014,2014.2
2/26/2014,2.20,3.03,2,26,2014,2014.2
2/27/2014,2.21,3.03,2,27,2014,2014.2
2/28/2014,2.23,3.05,2,28,2014,2014.2
3/1/2014,,,3,1,2014,2014.3
3/2/2014,,,3,2,2014,2014.3
3/3/2014,2.21,3.05,3,3,2014,2014.3
3/4/2014,2.22,3.06,3,4,2014,2014.3
3/5/2014,2.21,3.04,3,5,2014,2014.3
3/6/2014,2.21,3.03,3,6,2014,2014.3
3/7/2014,2.20,3.02,3,7,2014,2014.3
3/8/2014,,,3,8,2014,2014.3
3/9/2014,,,3,9,2014,2014.3
3/10/2014,2.19,3.04,3,10,2014,2014.3
3/11/2014,2.21,3.07,3,11,2014,2014.3
3/12/2014,2.22,3.08,3,12,2014,2014.3
3/13/2014,2.25,3.12,3,13,2014,2014.3
3/14/2014,2.22,3.10,3,14,2014,2014.3
3/15/2014,,,3,15,2014,2014.3
3/16/2014,,,3,16,2014,2014.3
3/17/2014,2.23,3.10,3,17,2014,2014.3
3/18/2014,2.22,3.09,3,18,2014,2014.3
3/19/2014,2.22,3.09,3,19,2014,2014.3
3/20/2014,2.22,3.09,3,20,2014,2014.3
3/21/2014,2.24,3.08,3,21,2014,2014.3
3/22/2014,,,3,22,2014,2014.3
3/23/2014,,,3,23,2014,2014.3
3/24/2014,2.24,3.08,3,24,2014,2014.3
3/25/2014,2.24,3.08,3,25,2014,2014.3
3/26/2014,2.23,3.08,3,26,2014,2014.3
3/27/2014,2.21,3.05,3,27,2014,2014.3
3/28/2014,2.19,3.01,3,28,2014,2014.3
3/29/2014,,,3,29,2014,2014.3
3/30/2014,,,3,30,2014,2014.3
3/31/2014,2.19,3.01,3,31,2014,2014.3
4/1/2014,2.16,2.97,4,1,2014,2014.4
4/2/2014,2.15,2.96,4,2,2014,2014.4
4/3/2014,2.13,2.94,4,3,2014,2014.4
4/4/2014,2.14,2.94,4,4,2014,2014.4
4/5/2014,,,4,5,2014,2014.4
4/6/2014,,,4,6,2014,2014.4
4/7/2014,2.14,2.93,4,7,2014,2014.4
4/8/2014,2.12,2.91,4,8,2014,2014.4
4/9/2014,2.09,2.88,4,9,2014,2014.4
4/10/2014,2.10,2.90,4,10,2014,2014.4
4/11/2014,2.10,2.91,4,11,2014,2014.4
4/12/2014,,,4,12,2014,2014.4
4/13/2014,,,4,13,2014,2014.4
4/14/2014,2.12,2.94,4,14,2014,2014.4
4/15/2014,2.13,2.94,4,15,2014,2014.4
4/16/2014,2.13,2.93,4,16,2014,2014.4
4/17/2014,2.13,2.95,4,17,2014,2014.4
4/18/2014,2.13,2.95,4,18,2014,2014.4
4/19/2014,,,4,19,2014,2014.4
4/20/2014,,,4,20,2014,2014.4
4/21/2014,2.13,2.94,4,21,2014,2014.4
4/22/2014,2.13,2.95,4,22,2014,2014.4
4/23/2014,,,4,23,2014,2014.4
4/24/2014,2.14,2.95,4,24,2014,2014.4
4/25/2014,2.14,2.96,4,25,2014,2014.4
4/26/2014,,,4,26,2014,2014.4
4/27/2014,,,4,27,2014,2014.4
4/28/2014,2.13,2.95,4,28,2014,2014.4
4/29/2014,2.13,2.96,4,29,2014,2014.4
4/30/2014,2.12,2.94,4,30,2014,2014.4
5/1/2014,,,5,1,2014,2014.5
5/2/2014,2.12,2.93,5,2,2014,2014.5
5/3/2014,,,5,3,2014,2014.5
5/4/2014,,,5,4,2014,2014.5
5/5/2014,2.11,2.92,5,5,2014,2014.5
5/6/2014,2.10,2.91,5,6,2014,2014.5
5/7/2014,2.09,2.92,5,7,2014,2014.5
5/8/2014,2.09,2.91,5,8,2014,2014.5
5/9/2014,2.07,2.89,5,9,2014,2014.5
5/10/2014,,,5,10,2014,2014.5
5/11/2014,,,5,11,2014,2014.5
5/12/2014,2.08,2.87,5,12,2014,2014.5
5/13/2014,2.08,2.86,5,13,2014,2014.5
5/14/2014,2.07,2.85,5,14,2014,2014.5
5/15/2014,2.07,2.84,5,15,2014,2014.5
5/16/2014,2.08,2.84,5,16,2014,2014.5
5/17/2014,,,5,17,2014,2014.5
5/18/2014,,,5,18,2014,2014.5
5/19/2014,,,5,19,2014,2014.5
5/20/2014,2.10,2.88,5,20,2014,2014.5
5/21/2014,2.10,2.88,5,21,2014,2014.5
5/22/2014,2.11,2.89,5,22,2014,2014.5
5/23/2014,2.09,2.86,5,23,2014,2014.5
5/24/2014,,,5,24,2014,2014.5
5/25/2014,,,5,25,2014,2014.5
5/26/2014,2.08,2.84,5,26,2014,2014.5
5/27/2014,2.08,2.84,5,27,2014,2014.5
5/28/2014,2.10,2.86,5,28,2014,2014.5
5/29/2014,2.10,2.87,5,29,2014,2014.5
5/30/2014,2.09,2.85,5,30,2014,2014.5
5/31/2014,,,5,31,2014,2014.5
6/1/2014,,,6,1,2014,2014.6
6/2/2014,2.09,2.85,6,2,2014,2014.6
6/3/2014,2.10,2.85,6,3,2014,2014.6
6/4/2014,2.10,2.86,6,4,2014,2014.6
6/5/2014,2.12,2.89,6,5,2014,2014.6
6/6/2014,2.11,2.87,6,6,2014,2014.6
6/7/2014,,,6,7,2014,2014.6
6/8/2014,,,6,8,2014,2014.6
6/9/2014,2.09,2.85,6,9,2014,2014.6
6/10/2014,2.08,2.83,6,10,2014,2014.6
6/11/2014,2.09,2.83,6,11,2014,2014.6
6/12/2014,2.09,2.83,6,12,2014,2014.6
6/13/2014,2.11,2.85,6,13,2014,2014.6
6/14/2014,,,6,14,2014,2014.6
6/15/2014,,,6,15,2014,2014.6
6/16/2014,2.12,2.87,6,16,2014,2014.6
6/17/2014,2.14,2.89,6,17,2014,2014.6
6/18/2014,2.13,2.90,6,18,2014,2014.6
6/19/2014,2.14,2.91,6,19,2014,2014.6
6/20/2014,2.13,2.90,6,20,2014,2014.6
6/21/2014,,,6,21,2014,2014.6
6/22/2014,,,6,22,2014,2014.6
6/23/2014,2.14,2.91,6,23,2014,2014.6
6/24/2014,2.14,2.91,6,24,2014,2014.6
6/25/2014,2.13,2.90,6,25,2014,2014.6
6/26/2014,2.14,2.91,6,26,2014,2014.6
6/27/2014,2.13,2.90,6,27,2014,2014.6
6/28/2014,,,6,28,2014,2014.6
6/29/2014,,,6,29,2014,2014.6
6/30/2014,2.12,2.89,6,30,2014,2014.6
7/1/2014,2.12,2.90,7,1,2014,2014.7
7/2/2014,2.12,2.90,7,2,2014,2014.7
7/3/2014,2.13,2.91,7,3,2014,2014.7
7/4/2014,2.13,2.91,7,4,2014,2014.7
7/5/2014,,,7,5,2014,2014.7
7/6/2014,,,7,6,2014,2014.7
7/7/2014,2.13,2.89,7,7,2014,2014.7
7/8/2014,2.13,2.90,7,8,2014,2014.7
7/9/2014,2.13,2.89,7,9,2014,2014.7
7/10/2014,2.12,2.89,7,10,2014,2014.7
7/11/2014,2.12,2.89,7,11,2014,2014.7
7/12/2014,,,7,12,2014,2014.7
7/13/2014,,,7,13,2014,2014.7
7/14/2014,2.12,2.89,7,14,2014,2014.7
7/15/2014,2.12,2.89,7,15,2014,2014.7
7/16/2014,2.12,2.89,7,16,2014,2014.7
7/17/2014,2.12,2.87,7,17,2014,2014.7
7/18/2014,2.12,2.87,7,18,2014,2014.7
7/19/2014,,,7,19,2014,2014.7
7/20/2014,,,7,20,2014,2014.7
7/21/2014,2.13,2.88,7,21,2014,2014.7
7/22/2014,2.12,2.86,7,22,2014,2014.7
7/23/2014,2.12,2.86,7,23,2014,2014.7
7/24/2014,2.09,2.82,7,24,2014,2014.7
7/25/2014,2.09,2.82,7,25,2014,2014.7
7/26/2014,,,7,26,2014,2014.7
7/27/2014,,,7,27,2014,2014.7
7/28/2014,,,7,28,2014,2014.7
7/29/2014,,,7,29,2014,2014.7
7/30/2014,,,7,30,2014,2014.7
7/31/2014,2.09,2.81,7,31,2014,2014.7
8/1/2014,2.13,2.86,8,1,2014,2014.8
8/2/2014,,,8,2,2014,2014.8
8/3/2014,,,8,3,2014,2014.8
8/4/2014,2.14,2.87,8,4,2014,2014.8
8/5/2014,2.13,2.86,8,5,2014,2014.8
8/6/2014,2.13,2.85,8,6,2014,2014.8
8/7/2014,2.16,2.89,8,7,2014,2014.8
8/8/2014,2.16,2.89,8,8,2014,2014.8
8/9/2014,,,8,9,2014,2014.8
8/10/2014,,,8,10,2014,2014.8
8/11/2014,2.17,2.90,8,11,2014,2014.8
8/12/2014,2.15,2.88,8,12,2014,2014.8
8/13/2014,2.16,2.89,8,13,2014,2014.8
8/14/2014,2.16,2.88,8,14,2014,2014.8
8/15/2014,2.16,2.88,8,15,2014,2014.8
8/16/2014,,,8,16,2014,2014.8
8/17/2014,,,8,17,2014,2014.8
8/18/2014,2.16,2.89,8,18,2014,2014.8
8/19/2014,2.17,2.90,8,19,2014,2014.8
8/20/2014,2.16,2.89,8,20,2014,2014.8
8/21/2014,2.17,2.88,8,21,2014,2014.8
8/22/2014,2.18,2.89,8,22,2014,2014.8
8/23/2014,,,8,23,2014,2014.8
8/24/2014,,,8,24,2014,2014.8
8/25/2014,2.18,2.89,8,25,2014,2014.8
8/26/2014,2.18,2.87,8,26,2014,2014.8
8/27/2014,2.17,2.86,8,27,2014,2014.8
8/28/2014,2.16,2.84,8,28,2014,2014.8
8/29/2014,2.16,2.85,8,29,2014,2014.8
8/30/2014,,,8,30,2014,2014.8
8/31/2014,,,8,31,2014,2014.8
9/1/2014,2.16,2.85,9,1,2014,2014.9
9/2/2014,2.16,2.84,9,2,2014,2014.9
9/3/2014,2.17,2.84,9,3,2014,2014.9
9/4/2014,2.16,2.84,9,4,2014,2014.9
9/5/2014,2.16,2.83,9,5,2014,2014.9
9/6/2014,,,9,6,2014,2014.9
9/7/2014,,,9,7,2014,2014.9
9/8/2014,2.16,2.80,9,8,2014,2014.9
9/9/2014,2.16,2.80,9,9,2014,2014.9
9/10/2014,2.19,2.82,9,10,2014,2014.9
9/11/2014,2.20,2.85,9,11,2014,2014.9
9/12/2014,2.19,2.83,9,12,2014,2014.9
9/13/2014,,,9,13,2014,2014.9
9/14/2014,,,9,14,2014,2014.9
9/15/2014,2.20,2.85,9,15,2014,2014.9
9/16/2014,2.21,2.86,9,16,2014,2014.9
9/17/2014,2.21,2.86,9,17,2014,2014.9
9/18/2014,2.21,2.86,9,18,2014,2014.9
9/19/2014,2.22,2.86,9,19,2014,2014.9
9/20/2014,,,9,20,2014,2014.9
9/21/2014,,,9,21,2014,2014.9
9/22/2014,2.22,2.86,9,22,2014,2014.9
9/23/2014,2.24,2.88,9,23,2014,2014.9
9/24/2014,2.23,2.87,9,24,2014,2014.9
9/25/2014,2.23,2.87,9,25,2014,2014.9
9/26/2014,2.25,2.86,9,26,2014,2014.9
9/27/2014,,,9,27,2014,2014.9
9/28/2014,,,9,28,2014,2014.9
9/29/2014,2.26,2.87,9,29,2014,2014.9
9/30/2014,2.28,2.89,9,30,2014,2014.9
10/1/2014,2.28,2.87,10,1,2014,2014.10
10/2/2014,2.28,2.88,10,2,2014,2014.10
10/3/2014,2.27,2.87,10,3,2014,2014.10
10/4/2014,,,10,4,2014,2014.10
10/5/2014,,,10,5,2014,2014.10
10/6/2014,,,10,6,2014,2014.10
10/7/2014,,,10,7,2014,2014.10
10/8/2014,2.27,2.87,10,8,2014,2014.10
10/9/2014,2.29,2.90,10,9,2014,2014.10
10/10/2014,2.26,2.88,10,10,2014,2014.10
10/11/2014,,,10,11,2014,2014.10
10/12/2014,,,10,12,2014,2014.10
10/13/2014,2.28,2.89,10,13,2014,2014.10
10/14/2014,2.27,2.88,10,14,2014,2014.10
10/15/2014,2.28,2.89,10,15,2014,2014.10
10/16/2014,2.27,2.87,10,16,2014,2014.10
10/17/2014,2.27,2.90,10,17,2014,2014.10
10/18/2014,,,10,18,2014,2014.10
10/19/2014,,,10,19,2014,2014.10
10/20/2014,2.25,2.88,10,20,2014,2014.10
10/21/2014,2.25,2.87,10,21,2014,2014.10
10/22/2014,2.24,2.86,10,22,2014,2014.10
10/23/2014,2.24,2.85,10,23,2014,2014.10
10/24/2014,2.24,2.83,10,24,2014,2014.10
10/25/2014,,,10,25,2014,2014.10
10/26/2014,,,10,26,2014,2014.10
10/27/2014,2.24,2.83,10,27,2014,2014.10
10/28/2014,2.24,2.84,10,28,2014,2014.10
10/29/2014,,,10,29,2014,2014.10
10/30/2014,2.24,2.84,10,30,2014,2014.10
10/31/2014,2.22,2.79,10,31,2014,2014.10
11/1/2014,,,11,1,2014,2014.11
11/2/2014,,,11,2,2014,2014.11
11/3/2014,2.20,2.77,11,3,2014,2014.11
11/4/2014,2.23,2.78,11,4,2014,2014.11
11/5/2014,2.22,2.78,11,5,2014,2014.11
11/6/2014,2.23,2.79,11,6,2014,2014.11
11/7/2014,2.24,2.80,11,7,2014,2014.11
11/8/2014,,,11,8,2014,2014.11
11/9/2014,,,11,9,2014,2014.11
11/10/2014,2.27,2.82,11,10,2014,2014.11
11/11/2014,2.25,2.80,11,11,2014,2014.11
11/12/2014,2.26,2.81,11,12,2014,2014.11
11/13/2014,2.26,2.81,11,13,2014,2014.11
11/14/2014,2.25,2.80,11,14,2014,2014.11
11/15/2014,,,11,15,2014,2014.11
11/16/2014,,,11,16,2014,2014.11
11/17/2014,2.24,2.79,11,17,2014,2014.11
11/18/2014,2.23,2.79,11,18,2014,2014.11
11/19/2014,2.22,2.78,11,19,2014,2014.11
11/20/2014,2.23,2.79,11,20,2014,2014.11
11/21/2014,2.23,2.80,11,21,2014,2014.11
11/22/2014,,,11,22,2014,2014.11
11/23/2014,,,11,23,2014,2014.11
11/24/2014,2.22,2.77,11,24,2014,2014.11
11/25/2014,2.23,2.76,11,25,2014,2014.11
11/26/2014,2.23,2.77,11,26,2014,2014.11
11/27/2014,2.22,2.77,11,27,2014,2014.11
11/28/2014,2.21,2.76,11,28,2014,2014.11
11/29/2014,,,11,29,2014,2014.11
11/30/2014,,,11,30,2014,2014.11
12/1/2014,2.21,2.75,12,1,2014,2014.12
12/2/2014,2.22,2.77,12,2,2014,2014.12
12/3/2014,2.22,2.76,12,3,2014,2014.12
12/4/2014,2.24,2.76,12,4,2014,2014.12
12/5/2014,2.24,2.75,12,5,2014,2014.12
12/6/2014,,,12,6,2014,2014.12
12/7/2014,,,12,7,2014,2014.12
12/8/2014,2.24,2.76,12,8,2014,2014.12
12/9/2014,2.27,2.79,12,9,2014,2014.12
12/10/2014,2.26,2.79,12,10,2014,2014.12
12/11/2014,2.26,2.80,12,11,2014,2014.12
12/12/2014,2.26,2.81,12,12,2014,2014.12
12/13/2014,,,12,13,2014,2014.12
12/14/2014,,,12,14,2014,2014.12
12/15/2014,2.28,2.83,12,15,2014,2014.12
12/16/2014,2.32,2.88,12,16,2014,2014.12
12/17/2014,2.37,2.96,12,17,2014,2014.12
12/18/2014,2.37,2.95,12,18,2014,2014.12
12/19/2014,2.32,2.86,12,19,2014,2014.12
12/20/2014,,,12,20,2014,2014.12
12/21/2014,,,12,21,2014,2014.12
12/22/2014,2.32,2.85,12,22,2014,2014.12
12/23/2014,2.32,2.84,12,23,2014,2014.12
12/24/2014,2.32,2.83,12,24,2014,2014.12
12/25/2014,2.32,2.83,12,25,2014,2014.12
12/26/2014,2.32,2.84,12,26,2014,2014.12
12/27/2014,,,12,27,2014,2014.12
12/28/2014,,,12,28,2014,2014.12
12/29/2014,2.32,2.83,12,29,2014,2014.12
12/30/2014,2.32,2.83,12,30,2014,2014.12
12/31/2014,2.32,2.82,12,31,2014,2014.12
1/1/2015,,,1,1,2015,2015.1
1/2/2015,2.33,2.83,1,2,2015,2015.1
1/3/2015,,,1,3,2015,2015.1
1/4/2015,,,1,4,2015,2015.1
1/5/2015,2.34,2.83,1,5,2015,2015.1
1/6/2015,2.34,2.79,1,6,2015,2015.1
1/7/2015,2.33,2.77,1,7,2015,2015.1
1/8/2015,2.33,2.76,1,8,2015,2015.1
1/9/2015,2.31,2.72,1,9,2015,2015.1
1/10/2015,,,1,10,2015,2015.1
1/11/2015,,,1,11,2015,2015.1
1/12/2015,2.30,2.72,1,12,2015,2015.1
1/13/2015,2.29,2.70,1,13,2015,2015.1
1/14/2015,2.28,2.69,1,14,2015,2015.1
1/15/2015,2.29,2.70,1,15,2015,2015.1
1/16/2015,2.28,2.67,1,16,2015,2015.1
1/17/2015,,,1,17,2015,2015.1
1/18/2015,,,1,18,2015,2015.1
1/19/2015,2.31,2.68,1,19,2015,2015.1
1/20/2015,2.34,2.71,1,20,2015,2015.1
1/21/2015,2.34,2.71,1,21,2015,2015.1
1/22/2015,2.34,2.71,1,22,2015,2015.1
1/23/2015,2.35,2.73,1,23,2015,2015.1
1/24/2015,,,1,24,2015,2015.1
1/25/2015,,,1,25,2015,2015.1
1/26/2015,2.33,2.62,1,26,2015,2015.1
1/27/2015,2.36,2.65,1,27,2015,2015.1
1/28/2015,2.36,2.66,1,28,2015,2015.1
1/29/2015,2.36,2.68,1,29,2015,2015.1
1/30/2015,2.40,2.71,1,30,2015,2015.1
1/31/2015,,,1,31,2015,2015.1
2/1/2015,,,2,1,2015,2015.2
2/2/2015,2.42,2.74,2,2,2015,2015.2
2/3/2015,2.42,2.75,2,3,2015,2015.2
2/4/2015,2.42,2.74,2,4,2015,2015.2
2/5/2015,2.41,2.76,2,5,2015,2015.2
2/6/2015,2.44,2.79,2,6,2015,2015.2
2/7/2015,,,2,7,2015,2015.2
2/8/2015,,,2,8,2015,2015.2
2/9/2015,2.43,2.79,2,9,2015,2015.2
2/10/2015,2.49,2.81,2,10,2015,2015.2
2/11/2015,2.48,2.80,2,11,2015,2015.2
2/12/2015,2.49,2.82,2,12,2015,2015.2
2/13/2015,2.49,2.82,2,13,2015,2015.2
2/14/2015,,,2,14,2015,2015.2
2/15/2015,,,2,15,2015,2015.2
2/16/2015,2.47,2.82,2,16,2015,2015.2
