Tarih,Dolar,Euro,mes,dia,ano,ano_mes
8/25/2016,2.95,3.33,8,25,2016,2016.8
8/26/2016,2.94,3.32,8,26,2016,2016.8
8/27/2016,,,8,27,2016,2016.8
8/28/2016,,,8,28,2016,2016.8
8/29/2016,2.93,3.31,8,29,2016,2016.8
8/30/2016,,,8,30,2016,2016.8
8/31/2016,2.95,3.30,8,31,2016,2016.8
9/1/2016,2.95,3.29,9,1,2016,2016.9
9/2/2016,2.96,3.29,9,2,2016,2016.9
9/3/2016,,,9,3,2016,2016.9
9/4/2016,,,9,4,2016,2016.9
9/5/2016,2.96,3.31,9,5,2016,2016.9
9/6/2016,2.94,3.29,9,6,2016,2016.9
9/7/2016,2.94,3.28,9,7,2016,2016.9
9/8/2016,2.93,3.29,9,8,2016,2016.9
9/9/2016,2.93,3.31,9,9,2016,2016.9
9/10/2016,,,9,10,2016,2016.9
9/11/2016,,,9,11,2016,2016.9
9/12/2016,,,9,12,2016,2016.9
9/13/2016,,,9,13,2016,2016.9
9/14/2016,,,9,14,2016,2016.9
9/15/2016,,,9,15,2016,2016.9
9/16/2016,2.96,3.33,9,16,2016,2016.9
9/17/2016,,,9,17,2016,2016.9
9/18/2016,,,9,18,2016,2016.9
9/19/2016,2.97,3.33,9,19,2016,2016.9
9/20/2016,2.97,3.32,9,20,2016,2016.9
9/21/2016,2.97,3.33,9,21,2016,2016.9
9/22/2016,2.97,3.32,9,22,2016,2016.9
9/23/2016,2.95,3.31,9,23,2016,2016.9
9/24/2016,,,9,24,2016,2016.9
9/25/2016,,,9,25,2016,2016.9
9/26/2016,2.95,3.30,9,26,2016,2016.9
9/27/2016,2.98,3.35,9,27,2016,2016.9
9/28/2016,2.97,3.34,9,28,2016,2016.9
9/29/2016,2.98,3.34,9,29,2016,2016.9
9/30/2016,3.00,3.36,9,30,2016,2016.9
10/1/2016,,,10,1,2016,2016.10
10/2/2016,,,10,2,2016,2016.10
10/3/2016,3.00,3.35,10,3,2016,2016.10
10/4/2016,3.00,3.37,10,4,2016,2016.10
10/5/2016,3.03,3.38,10,5,2016,2016.10
10/6/2016,3.05,3.43,10,6,2016,2016.10
10/7/2016,3.05,3.41,10,7,2016,2016.10
10/8/2016,,,10,8,2016,2016.10
10/9/2016,,,10,9,2016,2016.10
10/10/2016,3.05,3.39,10,10,2016,2016.10
10/11/2016,3.06,3.42,10,11,2016,2016.10
10/12/2016,3.08,3.42,10,12,2016,2016.10
10/13/2016,3.08,3.40,10,13,2016,2016.10
10/14/2016,3.10,3.41,10,14,2016,2016.10
10/15/2016,,,10,15,2016,2016.10
10/16/2016,,,10,16,2016,2016.10
10/17/2016,3.09,3.40,10,17,2016,2016.10
10/18/2016,3.10,3.40,10,18,2016,2016.10
10/19/2016,3.09,3.41,10,19,2016,2016.10
10/20/2016,3.08,3.38,10,20,2016,2016.10
10/21/2016,3.07,3.37,10,21,2016,2016.10
10/22/2016,,,10,22,2016,2016.10
10/23/2016,,,10,23,2016,2016.10
10/24/2016,3.07,3.35,10,24,2016,2016.10
10/25/2016,3.07,3.35,10,25,2016,2016.10
10/26/2016,3.08,3.35,10,26,2016,2016.10
10/27/2016,3.08,3.36,10,27,2016,2016.10
10/28/2016,3.10,3.38,10,28,2016,2016.10
10/29/2016,,,10,29,2016,2016.10
10/30/2016,,,10,30,2016,2016.10
10/31/2016,3.10,3.38,10,31,2016,2016.10
11/1/2016,3.10,3.40,11,1,2016,2016.11
11/2/2016,3.10,3.41,11,2,2016,2016.11
11/3/2016,3.11,3.45,11,3,2016,2016.11
11/4/2016,3.11,3.45,11,4,2016,2016.11
11/5/2016,,,11,5,2016,2016.11
11/6/2016,,,11,6,2016,2016.11
11/7/2016,3.13,3.48,11,7,2016,2016.11
11/8/2016,3.15,3.49,11,8,2016,2016.11
11/9/2016,3.17,3.51,11,9,2016,2016.11
11/10/2016,3.19,3.54,11,10,2016,2016.11
11/11/2016,3.20,3.50,11,11,2016,2016.11
11/12/2016,,,11,12,2016,2016.11
11/13/2016,,,11,13,2016,2016.11
11/14/2016,3.26,3.55,11,14,2016,2016.11
11/15/2016,3.28,3.53,11,15,2016,2016.11
11/16/2016,3.27,3.53,11,16,2016,2016.11
11/17/2016,3.31,3.54,11,17,2016,2016.11
11/18/2016,3.31,3.55,11,18,2016,2016.11
11/19/2016,,,11,19,2016,2016.11
11/20/2016,,,11,20,2016,2016.11
11/21/2016,3.38,3.59,11,21,2016,2016.11
11/22/2016,3.37,3.59,11,22,2016,2016.11
11/23/2016,3.36,3.57,11,23,2016,2016.11
11/24/2016,3.38,3.59,11,24,2016,2016.11
11/25/2016,3.40,3.59,11,25,2016,2016.11
11/26/2016,,,11,26,2016,2016.11
11/27/2016,,,11,27,2016,2016.11
11/28/2016,3.44,3.64,11,28,2016,2016.11
11/29/2016,3.42,3.64,11,29,2016,2016.11
11/30/2016,3.42,3.63,11,30,2016,2016.11
12/1/2016,3.42,3.64,12,1,2016,2016.12
12/2/2016,3.45,3.66,12,2,2016,2016.12
12/3/2016,,,12,3,2016,2016.12
12/4/2016,,,12,4,2016,2016.12
12/5/2016,3.51,3.74,12,5,2016,2016.12
12/6/2016,3.53,3.76,12,6,2016,2016.12
12/7/2016,3.51,3.78,12,7,2016,2016.12
12/8/2016,3.43,3.68,12,8,2016,2016.12
12/9/2016,3.37,3.63,12,9,2016,2016.12
12/10/2016,,,12,10,2016,2016.12
12/11/2016,,,12,11,2016,2016.12
12/12/2016,3.45,3.66,12,12,2016,2016.12
12/13/2016,3.52,3.72,12,13,2016,2016.12
12/14/2016,3.47,3.69,12,14,2016,2016.12
12/15/2016,3.48,3.70,12,15,2016,2016.12
12/16/2016,3.52,3.68,12,16,2016,2016.12
12/17/2016,,,12,17,2016,2016.12
12/18/2016,,,12,18,2016,2016.12
12/19/2016,3.49,3.65,12,19,2016,2016.12
12/20/2016,3.49,3.65,12,20,2016,2016.12
12/21/2016,3.51,3.65,12,21,2016,2016.12
12/22/2016,3.51,3.65,12,22,2016,2016.12
12/23/2016,3.51,3.66,12,23,2016,2016.12
12/24/2016,,,12,24,2016,2016.12
12/25/2016,,,12,25,2016,2016.12
12/26/2016,3.51,3.66,12,26,2016,2016.12
12/27/2016,3.50,3.66,12,27,2016,2016.12
12/28/2016,3.51,3.67,12,28,2016,2016.12
12/29/2016,3.53,3.69,12,29,2016,2016.12
12/30/2016,3.53,3.69,12,30,2016,2016.12
12/31/2016,,,12,31,2016,2016.12
1/1/2017,,,1,1,2017,2017.1
1/2/2017,3.52,3.71,1,2,2017,2017.1
1/3/2017,3.53,3.71,1,3,2017,2017.1
1/4/2017,3.57,3.73,1,4,2017,2017.1
1/5/2017,3.58,3.73,1,5,2017,2017.1
1/6/2017,3.59,3.78,1,6,2017,2017.1
1/7/2017,,,1,7,2017,2017.1
1/8/2017,,,1,8,2017,2017.1
1/9/2017,3.61,3.83,1,9,2017,2017.1
1/10/2017,3.70,3.90,1,10,2017,2017.1
1/11/2017,3.76,3.99,1,11,2017,2017.1
1/12/2017,3.85,4.06,1,12,2017,2017.1
1/13/2017,3.84,4.09,1,13,2017,2017.1
1/14/2017,,,1,14,2017,2017.1
1/15/2017,,,1,15,2017,2017.1
1/16/2017,3.80,4.04,1,16,2017,2017.1
1/17/2017,3.76,3.99,1,17,2017,2017.1
1/18/2017,3.78,4.04,1,18,2017,2017.1
1/19/2017,3.78,4.04,1,19,2017,2017.1
1/20/2017,3.79,4.04,1,20,2017,2017.1
1/21/2017,,,1,21,2017,2017.1
1/22/2017,,,1,22,2017,2017.1
1/23/2017,3.82,4.07,1,23,2017,2017.1
1/24/2017,3.77,4.04,1,24,2017,2017.1
1/25/2017,3.75,4.03,1,25,2017,2017.1
1/26/2017,3.80,4.08,1,26,2017,2017.1
1/27/2017,3.83,4.11,1,27,2017,2017.1
1/28/2017,,,1,28,2017,2017.1
1/29/2017,,,1,29,2017,2017.1
1/30/2017,3.88,4.14,1,30,2017,2017.1
1/31/2017,3.83,4.10,1,31,2017,2017.1
2/1/2017,3.79,4.06,2,1,2017,2017.2
2/2/2017,3.77,4.07,2,2,2017,2017.2
2/3/2017,3.73,4.03,2,3,2017,2017.2
2/4/2017,,,2,4,2017,2017.2
2/5/2017,,,2,5,2017,2017.2
2/6/2017,3.74,4.02,2,6,2017,2017.2
2/7/2017,3.68,3.95,2,7,2017,2017.2
2/8/2017,3.71,3.96,2,8,2017,2017.2
2/9/2017,3.74,3.99,2,9,2017,2017.2
2/10/2017,3.70,3.96,2,10,2017,2017.2
2/11/2017,,,2,11,2017,2017.2
2/12/2017,,,2,12,2017,2017.2
2/13/2017,3.67,3.91,2,13,2017,2017.2
2/14/2017,3.69,3.92,2,14,2017,2017.2
2/15/2017,3.65,3.88,2,15,2017,2017.2
2/16/2017,3.65,3.85,2,16,2017,2017.2
2/17/2017,3.67,3.90,2,17,2017,2017.2
2/18/2017,,,2,18,2017,2017.2
2/19/2017,,,2,19,2017,2017.2
2/20/2017,3.67,3.90,2,20,2017,2017.2
2/21/2017,3.62,3.85,2,21,2017,2017.2
2/22/2017,3.62,3.82,2,22,2017,2017.2
2/23/2017,3.61,3.79,2,23,2017,2017.2
2/24/2017,3.57,3.77,2,24,2017,2017.2
2/25/2017,,,2,25,2017,2017.2
2/26/2017,,,2,26,2017,2017.2
2/27/2017,3.57,3.78,2,27,2017,2017.2
2/28/2017,3.59,3.80,2,28,2017,2017.2
3/1/2017,3.61,3.82,3,1,2017,2017.3
3/2/2017,3.63,3.83,3,2,2017,2017.3
3/3/2017,3.68,3.88,3,3,2017,2017.3
3/4/2017,,,3,4,2017,2017.3
3/5/2017,,,3,5,2017,2017.3
3/6/2017,3.72,3.92,3,6,2017,2017.3
3/7/2017,3.71,3.93,3,7,2017,2017.3
3/8/2017,3.68,3.90,3,8,2017,2017.3
3/9/2017,3.70,3.91,3,9,2017,2017.3
3/10/2017,3.75,3.96,3,10,2017,2017.3
3/11/2017,,,3,11,2017,2017.3
3/12/2017,,,3,12,2017,2017.3
3/13/2017,3.75,3.97,3,13,2017,2017.3
3/14/2017,3.74,3.99,3,14,2017,2017.3
3/15/2017,3.75,3.99,3,15,2017,2017.3
3/16/2017,3.73,3.96,3,16,2017,2017.3
3/17/2017,3.67,3.94,3,17,2017,2017.3
3/18/2017,,,3,18,2017,2017.3
3/19/2017,,,3,19,2017,2017.3
3/20/2017,3.61,3.88,3,20,2017,2017.3
3/21/2017,3.63,3.90,3,21,2017,2017.3
3/22/2017,3.61,3.90,3,22,2017,2017.3
3/23/2017,3.63,3.91,3,23,2017,2017.3
3/24/2017,3.61,3.90,3,24,2017,2017.3
3/25/2017,,,3,25,2017,2017.3
3/26/2017,,,3,26,2017,2017.3
3/27/2017,3.62,3.91,3,27,2017,2017.3
3/28/2017,3.59,3.90,3,28,2017,2017.3
3/29/2017,3.62,3.93,3,29,2017,2017.3
3/30/2017,3.64,3.93,3,30,2017,2017.3
3/31/2017,3.64,3.91,3,31,2017,2017.3
4/1/2017,,,4,1,2017,2017.4
4/2/2017,,,4,2,2017,2017.4
4/3/2017,3.64,3.89,4,3,2017,2017.4
4/4/2017,3.64,3.88,4,4,2017,2017.4
4/5/2017,3.64,3.88,4,5,2017,2017.4
4/6/2017,3.68,3.92,4,6,2017,2017.4
4/7/2017,3.71,3.95,4,7,2017,2017.4
4/8/2017,,,4,8,2017,2017.4
4/9/2017,,,4,9,2017,2017.4
4/10/2017,3.72,3.96,4,10,2017,2017.4
4/11/2017,3.73,3.94,4,11,2017,2017.4
4/12/2017,3.72,3.94,4,12,2017,2017.4
4/13/2017,3.68,3.90,4,13,2017,2017.4
4/14/2017,3.66,3.89,4,14,2017,2017.4
4/15/2017,,,4,15,2017,2017.4
4/16/2017,,,4,16,2017,2017.4
4/17/2017,3.68,3.91,4,17,2017,2017.4
4/18/2017,3.66,3.89,4,18,2017,2017.4
4/19/2017,3.68,3.93,4,19,2017,2017.4
4/20/2017,3.66,3.93,4,20,2017,2017.4
4/21/2017,3.64,3.91,4,21,2017,2017.4
4/22/2017,,,4,22,2017,2017.4
4/23/2017,,,4,23,2017,2017.4
4/24/2017,3.64,3.90,4,24,2017,2017.4
4/25/2017,3.59,3.90,4,25,2017,2017.4
4/26/2017,3.58,3.90,4,26,2017,2017.4
4/27/2017,3.59,3.91,4,27,2017,2017.4
4/28/2017,3.56,3.88,4,28,2017,2017.4
4/29/2017,,,4,29,2017,2017.4
4/30/2017,,,4,30,2017,2017.4
5/1/2017,,,5,1,2017,2017.5
5/2/2017,3.55,3.87,5,2,2017,2017.5
5/3/2017,3.53,3.86,5,3,2017,2017.5
5/4/2017,3.53,3.85,5,4,2017,2017.5
5/5/2017,3.54,3.87,5,5,2017,2017.5
5/6/2017,,,5,6,2017,2017.5
5/7/2017,,,5,7,2017,2017.5
5/8/2017,3.56,3.90,5,8,2017,2017.5
5/9/2017,3.55,3.89,5,9,2017,2017.5
5/10/2017,3.59,3.92,5,10,2017,2017.5
5/11/2017,3.60,3.91,5,11,2017,2017.5
5/12/2017,3.57,3.89,5,12,2017,2017.5
5/13/2017,,,5,13,2017,2017.5
5/14/2017,,,5,14,2017,2017.5
5/15/2017,3.59,3.90,5,15,2017,2017.5
5/16/2017,3.56,3.89,5,16,2017,2017.5
5/17/2017,3.55,3.91,5,17,2017,2017.5
5/18/2017,3.55,3.95,5,18,2017,2017.5
5/19/2017,,,5,19,2017,2017.5
5/20/2017,,,5,20,2017,2017.5
5/21/2017,,,5,21,2017,2017.5
5/22/2017,3.61,4.02,5,22,2017,2017.5
5/23/2017,3.56,3.99,5,23,2017,2017.5
5/24/2017,3.57,4.01,5,24,2017,2017.5
5/25/2017,3.56,3.99,5,25,2017,2017.5
5/26/2017,3.56,4.00,5,26,2017,2017.5
5/27/2017,,,5,27,2017,2017.5
5/28/2017,,,5,28,2017,2017.5
5/29/2017,3.57,4.00,5,29,2017,2017.5
5/30/2017,3.58,4.00,5,30,2017,2017.5
5/31/2017,3.56,3.97,5,31,2017,2017.5
6/1/2017,3.53,3.96,6,1,2017,2017.6
6/2/2017,3.53,3.97,6,2,2017,2017.6
6/3/2017,,,6,3,2017,2017.6
6/4/2017,,,6,4,2017,2017.6
6/5/2017,3.53,3.96,6,5,2017,2017.6
6/6/2017,3.51,3.95,6,6,2017,2017.6
6/7/2017,3.53,3.97,6,7,2017,2017.6
6/8/2017,3.52,3.96,6,8,2017,2017.6
6/9/2017,3.54,3.98,6,9,2017,2017.6
6/10/2017,,,6,10,2017,2017.6
6/11/2017,,,6,11,2017,2017.6
6/12/2017,3.52,3.94,6,12,2017,2017.6
6/13/2017,3.52,3.95,6,13,2017,2017.6
6/14/2017,3.52,3.94,6,14,2017,2017.6
6/15/2017,3.51,3.94,6,15,2017,2017.6
6/16/2017,3.50,3.92,6,16,2017,2017.6
6/17/2017,,,6,17,2017,2017.6
6/18/2017,,,6,18,2017,2017.6
6/19/2017,3.51,3.92,6,19,2017,2017.6
6/20/2017,3.50,3.92,6,20,2017,2017.6
6/21/2017,3.52,3.93,6,21,2017,2017.6
6/22/2017,3.53,3.94,6,22,2017,2017.6
6/23/2017,3.52,3.93,6,23,2017,2017.6
6/24/2017,,,6,24,2017,2017.6
6/25/2017,,,6,25,2017,2017.6
6/26/2017,,,6,26,2017,2017.6
6/27/2017,,,6,27,2017,2017.6
6/28/2017,3.50,3.91,6,28,2017,2017.6
6/29/2017,3.52,4.00,6,29,2017,2017.6
6/30/2017,3.51,4.00,6,30,2017,2017.6
7/1/2017,,,7,1,2017,2017.7
7/2/2017,,,7,2,2017,2017.7
7/3/2017,3.52,4.01,7,3,2017,2017.7
7/4/2017,3.53,4.02,7,4,2017,2017.7
7/5/2017,3.55,4.03,7,5,2017,2017.7
7/6/2017,3.58,4.06,7,6,2017,2017.7
7/7/2017,3.62,4.11,7,7,2017,2017.7
7/8/2017,,,7,8,2017,2017.7
7/9/2017,,,7,9,2017,2017.7
7/10/2017,3.63,4.14,7,10,2017,2017.7
7/11/2017,3.60,4.11,7,11,2017,2017.7
7/12/2017,3.63,4.14,7,12,2017,2017.7
7/13/2017,3.60,4.13,7,13,2017,2017.7
7/14/2017,3.57,4.07,7,14,2017,2017.7
7/15/2017,,,7,15,2017,2017.7
7/16/2017,,,7,16,2017,2017.7
7/17/2017,3.56,4.06,7,17,2017,2017.7
7/18/2017,3.54,4.05,7,18,2017,2017.7
7/19/2017,3.53,4.07,7,19,2017,2017.7
7/20/2017,3.53,4.06,7,20,2017,2017.7
7/21/2017,3.53,4.06,7,21,2017,2017.7
7/22/2017,,,7,22,2017,2017.7
7/23/2017,,,7,23,2017,2017.7
7/24/2017,3.53,4.11,7,24,2017,2017.7
7/25/2017,3.54,4.13,7,25,2017,2017.7
7/26/2017,3.56,4.15,7,26,2017,2017.7
7/27/2017,3.56,4.14,7,27,2017,2017.7
7/28/2017,3.53,4.13,7,28,2017,2017.7
7/29/2017,,,7,29,2017,2017.7
7/30/2017,,,7,30,2017,2017.7
7/31/2017,3.53,4.13,7,31,2017,2017.7
8/1/2017,3.52,4.13,8,1,2017,2017.8
8/2/2017,3.52,4.16,8,2,2017,2017.8
8/3/2017,3.53,4.18,8,3,2017,2017.8
8/4/2017,3.54,4.19,8,4,2017,2017.8
8/5/2017,,,8,5,2017,2017.8
8/6/2017,,,8,6,2017,2017.8
8/7/2017,3.53,4.19,8,7,2017,2017.8
8/8/2017,3.53,4.16,8,8,2017,2017.8
8/9/2017,3.53,4.17,8,9,2017,2017.8
8/10/2017,3.54,4.15,8,10,2017,2017.8
8/11/2017,3.53,4.14,8,11,2017,2017.8
8/12/2017,,,8,12,2017,2017.8
8/13/2017,,,8,13,2017,2017.8
8/14/2017,3.54,4.17,8,14,2017,2017.8
8/15/2017,3.53,4.16,8,15,2017,2017.8
8/16/2017,3.53,4.14,8,16,2017,2017.8
8/17/2017,3.53,4.14,8,17,2017,2017.8
8/18/2017,3.52,4.13,8,18,2017,2017.8
8/19/2017,,,8,19,2017,2017.8
8/20/2017,,,8,20,2017,2017.8
8/21/2017,3.52,4.13,8,21,2017,2017.8
8/22/2017,3.51,4.12,8,22,2017,2017.8
8/23/2017,3.50,4.12,8,23,2017,2017.8
8/24/2017,3.50,4.12,8,24,2017,2017.8
8/25/2017,3.48,4.10,8,25,2017,2017.8
8/26/2017,,,8,26,2017,2017.8
8/27/2017,,,8,27,2017,2017.8
8/28/2017,3.48,4.10,8,28,2017,2017.8
8/29/2017,3.44,4.11,8,29,2017,2017.8
8/30/2017,,,8,30,2017,2017.8
8/31/2017,3.44,4.14,8,31,2017,2017.8
9/1/2017,,,9,1,2017,2017.9
9/2/2017,,,9,2,2017,2017.9
9/3/2017,,,9,3,2017,2017.9
9/4/2017,,,9,4,2017,2017.9
9/5/2017,3.44,4.14,9,5,2017,2017.9
9/6/2017,3.44,4.09,9,6,2017,2017.9
9/7/2017,3.44,4.10,9,7,2017,2017.9
9/8/2017,3.42,4.09,9,8,2017,2017.9
9/9/2017,,,9,9,2017,2017.9
9/10/2017,,,9,10,2017,2017.9
9/11/2017,3.41,4.11,9,11,2017,2017.9
9/12/2017,3.40,4.08,9,12,2017,2017.9
9/13/2017,3.43,4.10,9,13,2017,2017.9
9/14/2017,3.43,4.11,9,14,2017,2017.9
9/15/2017,3.45,4.11,9,15,2017,2017.9
9/16/2017,,,9,16,2017,2017.9
9/17/2017,,,9,17,2017,2017.9
9/18/2017,3.43,4.10,9,18,2017,2017.9
9/19/2017,3.45,4.12,9,19,2017,2017.9
9/20/2017,3.49,4.18,9,20,2017,2017.9
9/21/2017,3.48,4.17,9,21,2017,2017.9
9/22/2017,3.51,4.18,9,22,2017,2017.9
9/23/2017,,,9,23,2017,2017.9
9/24/2017,,,9,24,2017,2017.9
9/25/2017,3.49,4.18,9,25,2017,2017.9
9/26/2017,3.52,4.18,9,26,2017,2017.9
9/27/2017,3.53,4.17,9,27,2017,2017.9
9/28/2017,3.57,4.19,9,28,2017,2017.9
9/29/2017,3.57,4.20,9,29,2017,2017.9
9/30/2017,,,9,30,2017,2017.9
10/1/2017,,,10,1,2017,2017.10
10/2/2017,3.55,4.19,10,2,2017,2017.10
10/3/2017,3.58,4.20,10,3,2017,2017.10
10/4/2017,3.58,4.20,10,4,2017,2017.10
10/5/2017,3.56,4.19,10,5,2017,2017.10
10/6/2017,3.57,4.20,10,6,2017,2017.10
10/7/2017,,,10,7,2017,2017.10
10/8/2017,,,10,8,2017,2017.10
10/9/2017,3.60,4.22,10,9,2017,2017.10
10/10/2017,3.70,4.34,10,10,2017,2017.10
10/11/2017,3.68,4.34,10,11,2017,2017.10
10/12/2017,3.68,4.35,10,12,2017,2017.10
10/13/2017,3.64,4.32,10,13,2017,2017.10
10/14/2017,,,10,14,2017,2017.10
10/15/2017,,,10,15,2017,2017.10
10/16/2017,3.65,4.31,10,16,2017,2017.10
10/17/2017,3.64,4.29,10,17,2017,2017.10
10/18/2017,3.65,4.30,10,18,2017,2017.10
10/19/2017,3.67,4.32,10,19,2017,2017.10
10/20/2017,3.66,4.33,10,20,2017,2017.10
10/21/2017,,,10,21,2017,2017.10
10/22/2017,,,10,22,2017,2017.10
10/23/2017,3.66,4.32,10,23,2017,2017.10
10/24/2017,3.70,4.34,10,24,2017,2017.10
10/25/2017,3.71,4.36,10,25,2017,2017.10
10/26/2017,3.73,4.39,10,26,2017,2017.10
10/27/2017,3.77,4.45,10,27,2017,2017.10
10/28/2017,,,10,28,2017,2017.10
10/29/2017,,,10,29,2017,2017.10
10/30/2017,3.82,4.44,10,30,2017,2017.10
10/31/2017,3.77,4.38,10,31,2017,2017.10
11/1/2017,3.78,4.39,11,1,2017,2017.11
11/2/2017,3.81,4.43,11,2,2017,2017.11
11/3/2017,3.81,4.43,11,3,2017,2017.11
11/4/2017,,,11,4,2017,2017.11
11/5/2017,,,11,5,2017,2017.11
11/6/2017,3.82,4.45,11,6,2017,2017.11
11/7/2017,3.86,4.48,11,7,2017,2017.11
11/8/2017,3.85,4.46,11,8,2017,2017.11
11/9/2017,3.88,4.50,11,9,2017,2017.11
11/10/2017,3.85,4.47,11,10,2017,2017.11
11/11/2017,,,11,11,2017,2017.11
11/12/2017,,,11,12,2017,2017.11
11/13/2017,3.86,4.50,11,13,2017,2017.11
11/14/2017,3.87,4.50,11,14,2017,2017.11
11/15/2017,3.87,4.53,11,15,2017,2017.11
11/16/2017,3.88,4.59,11,16,2017,2017.11
11/17/2017,3.87,4.56,11,17,2017,2017.11
11/18/2017,,,11,18,2017,2017.11
11/19/2017,,,11,19,2017,2017.11
11/20/2017,3.88,4.58,11,20,2017,2017.11
11/21/2017,3.89,4.58,11,21,2017,2017.11
11/22/2017,3.95,4.64,11,22,2017,2017.11
11/23/2017,3.96,4.65,11,23,2017,2017.11
11/24/2017,3.92,4.64,11,24,2017,2017.11
11/25/2017,,,11,25,2017,2017.11
11/26/2017,,,11,26,2017,2017.11
11/27/2017,3.94,4.67,11,27,2017,2017.11
11/28/2017,3.93,4.69,11,28,2017,2017.11
11/29/2017,3.92,4.66,11,29,2017,2017.11
11/30/2017,3.95,4.69,11,30,2017,2017.11
12/1/2017,3.94,4.67,12,1,2017,2017.12
12/2/2017,,,12,2,2017,2017.12
12/3/2017,,,12,3,2017,2017.12
12/4/2017,3.93,4.68,12,4,2017,2017.12
12/5/2017,3.92,4.65,12,5,2017,2017.12
12/6/2017,3.86,4.58,12,6,2017,2017.12
12/7/2017,3.85,4.56,12,7,2017,2017.12
12/8/2017,3.86,4.55,12,8,2017,2017.12
12/9/2017,,,12,9,2017,2017.12
12/10/2017,,,12,10,2017,2017.12
12/11/2017,3.85,4.53,12,11,2017,2017.12
12/12/2017,3.83,4.51,12,12,2017,2017.12
12/13/2017,3.83,4.51,12,13,2017,2017.12
12/14/2017,3.84,4.51,12,14,2017,2017.12
12/15/2017,3.83,4.53,12,15,2017,2017.12
12/16/2017,,,12,16,2017,2017.12
12/17/2017,,,12,17,2017,2017.12
12/18/2017,3.86,4.55,12,18,2017,2017.12
12/19/2017,3.85,4.54,12,19,2017,2017.12
12/20/2017,3.83,4.53,12,20,2017,2017.12
12/21/2017,3.83,4.54,12,21,2017,2017.12
12/22/2017,3.82,4.54,12,22,2017,2017.12
12/23/2017,,,12,23,2017,2017.12
12/24/2017,,,12,24,2017,2017.12
12/25/2017,3.81,4.52,12,25,2017,2017.12
12/26/2017,3.81,4.52,12,26,2017,2017.12
12/27/2017,3.80,4.51,12,27,2017,2017.12
12/28/2017,3.82,4.54,12,28,2017,2017.12
12/29/2017,3.81,4.55,12,29,2017,2017.12
12/30/2017,,,12,30,2017,2017.12
12/31/2017,,,12,31,2017,2017.12
1/1/2018,,,1,1,2018,2018.1
1/2/2018,3.77,4.52,1,2,2018,2018.1
1/3/2018,3.77,4.54,1,3,2018,2018.1
1/4/2018,3.76,4.53,1,4,2018,2018.1
1/5/2018,3.76,4.53,1,5,2018,2018.1
1/6/2018,,,1,6,2018,2018.1
1/7/2018,,,1,7,2018,2018.1
1/8/2018,3.75,4.51,1,8,2018,2018.1
1/9/2018,3.75,4.49,1,9,2018,2018.1
1/10/2018,3.76,4.48,1,10,2018,2018.1
1/11/2018,3.78,4.53,1,11,2018,2018.1
1/12/2018,3.79,4.53,1,12,2018,2018.1
1/13/2018,,,1,13,2018,2018.1
1/14/2018,,,1,14,2018,2018.1
1/15/2018,3.76,4.55,1,15,2018,2018.1
1/16/2018,3.76,4.60,1,16,2018,2018.1
1/17/2018,3.82,4.67,1,17,2018,2018.1
1/18/2018,3.81,4.66,1,18,2018,2018.1
1/19/2018,3.80,4.64,1,19,2018,2018.1
1/20/2018,,,1,20,2018,2018.1
1/21/2018,,,1,21,2018,2018.1
1/22/2018,3.78,4.64,1,22,2018,2018.1
1/23/2018,3.81,4.66,1,23,2018,2018.1
1/24/2018,3.79,4.64,1,24,2018,2018.1
1/25/2018,3.76,4.63,1,25,2018,2018.1
1/26/2018,3.74,4.65,1,26,2018,2018.1
1/27/2018,,,1,27,2018,2018.1
1/28/2018,,,1,28,2018,2018.1
1/29/2018,3.74,4.66,1,29,2018,2018.1
1/30/2018,3.77,4.68,1,30,2018,2018.1
1/31/2018,3.78,4.68,1,31,2018,2018.1
2/1/2018,3.75,4.67,2,1,2018,2018.2
2/2/2018,3.76,4.67,2,2,2018,2018.2
2/3/2018,,,2,3,2018,2018.2
2/4/2018,,,2,4,2018,2018.2
2/5/2018,3.75,4.68,2,5,2018,2018.2
2/6/2018,3.76,4.69,2,6,2018,2018.2
2/7/2018,3.78,4.68,2,7,2018,2018.2
2/8/2018,3.77,4.66,2,8,2018,2018.2
2/9/2018,3.81,4.66,2,9,2018,2018.2
2/10/2018,,,2,10,2018,2018.2
2/11/2018,,,2,11,2018,2018.2
2/12/2018,3.81,4.67,2,12,2018,2018.2
2/13/2018,3.81,4.67,2,13,2018,2018.2
2/14/2018,3.80,4.68,2,14,2018,2018.2
2/15/2018,3.80,4.69,2,15,2018,2018.2
2/16/2018,3.77,4.71,2,16,2018,2018.2
2/17/2018,,,2,17,2018,2018.2
2/18/2018,,,2,18,2018,2018.2
2/19/2018,3.75,4.70,2,19,2018,2018.2
2/20/2018,3.75,4.66,2,20,2018,2018.2
2/21/2018,3.77,4.66,2,21,2018,2018.2
2/22/2018,3.78,4.66,2,22,2018,2018.2
2/23/2018,3.80,4.67,2,23,2018,2018.2
2/24/2018,,,2,24,2018,2018.2
2/25/2018,,,2,25,2018,2018.2
2/26/2018,3.78,4.65,2,26,2018,2018.2
2/27/2018,3.78,4.66,2,27,2018,2018.2
2/28/2018,3.78,4.66,2,28,2018,2018.2
3/1/2018,3.80,4.64,3,1,2018,2018.3
3/2/2018,3.81,4.64,3,2,2018,2018.3
